Year;State;NMFS Name;Pounds;Metric Tons;Dollars;Collection;Scientific Name;Tsn;Source
2021;ALASKA;COD, PACIFIC;330,404,171;149,87;116,766,003;Commercial;Gadus macrocephalus;164711;AKFIN
2021;CONNECTICUT;COD, ATLANTIC;2,277;1;5,031;Commercial;Gadus morhua;164712;ACCSP
2021;CONNECTICUT;COD, ATLANTIC;7,921;4;;Recreational;;164712;MRIP
2021;DELAWARE;COD, ATLANTIC;18;0;;Recreational;;164712;MRIP
2021;MAINE;COD, ATLANTIC;1,171;1;;Recreational;;164712;MRIP
2021;MAINE;COD, ATLANTIC;47,311;21;128,833;Commercial;Gadus morhua;164712;ACCSP
2021;MASSACHUSETTS;COD, ATLANTIC;1,201,132;545;2,619,925;Commercial;Gadus morhua;164712;ACCSP
2021;MASSACHUSETTS;COD, ATLANTIC;365,368;166;;Recreational;;164712;MRIP
2021;NEW HAMPSHIRE;COD, ATLANTIC;46,308;21;;Recreational;;164712;MRIP
2021;NEW HAMPSHIRE;COD, ATLANTIC;45,836;21;124,631;Commercial;Gadus morhua;164712;ACCSP
2021;NEW JERSEY;COD, ATLANTIC;90,687;41;;Recreational;;164712;MRIP
2021;NEW YORK;COD, ATLANTIC;3,954;2;12,245;Commercial;Gadus morhua;164712;ACCSP
2021;NEW YORK;COD, ATLANTIC;187,909;85;;Recreational;;164712;MRIP
2021;OREGON;COD, PACIFIC;2,205;1;781;Commercial;Gadus macrocephalus;164711;PACFIN
2021;OREGON;COD, PACIFIC;15;0;;Recreational;;164711;MRIP
2021;RHODE ISLAND;COD, ATLANTIC;47,671;22;;Recreational;;164712;MRIP
2021;RHODE ISLAND;COD, ATLANTIC;12,803;6;26,286;Commercial;Gadus morhua;164712;ACCSP
2021;WASHINGTON;COD, PACIFIC;3,305;1;;Recreational;;164711;MRIP
2021;WASHINGTON;COD, PACIFIC;69,446;32;37,853;Commercial;Gadus macrocephalus;164711;PACFIN
2020;ALASKA;COD, PACIFIC;;;;Recreational;;164711;MRIP
2020;ALASKA;COD, PACIFIC;380,338,622;172,52;166,344,712;Commercial;Gadus macrocephalus;164711;AKFIN
2020;CONNECTICUT;COD, ATLANTIC;4,492;2;7,735;Commercial;Gadus morhua;164712;ACCSP
2020;CONNECTICUT;COD, ATLANTIC;143;0;;Recreational;;164712;MRIP
2020;DELAWARE;COD, ATLANTIC;7;0;;Recreational;;164712;MRIP
2020;MAINE;COD, ATLANTIC;58,733;27;149,844;Commercial;Gadus morhua;164712;ACCSP
2020;MAINE;COD, ATLANTIC;3,111;1;;Recreational;;164712;MRIP
2020;MASSACHUSETTS;COD, ATLANTIC;8,900;4;;Recreational;;164712;MRIP
2020;MASSACHUSETTS;COD, ATLANTIC;1,468,781;666;3,184,861;Commercial;Gadus morhua;164712;ACCSP
2020;NEW HAMPSHIRE;COD, ATLANTIC;21,440;10;;Recreational;;164712;MRIP
2020;NEW HAMPSHIRE;COD, ATLANTIC;67,340;31;182,664;Commercial;Gadus morhua;164712;ACCSP
2020;NEW JERSEY;COD, ATLANTIC;48,667;22;;Recreational;;164712;MRIP
2020;NEW YORK;COD, ATLANTIC;5,590;3;15,940;Commercial;Gadus morhua;164712;ACCSP
2020;NEW YORK;COD, ATLANTIC;263,338;119;;Recreational;;164712;MRIP
2020;OREGON;COD, PACIFIC;6,173;3;2,637;Commercial;Gadus macrocephalus;164711;PACFIN
2020;OREGON;COD, PACIFIC;401;0;;Recreational;;164711;MRIP
2020;RHODE ISLAND;COD, ATLANTIC;40,541;18;;Recreational;;164712;MRIP
2020;RHODE ISLAND;COD, ATLANTIC;17,589;8;37,426;Commercial;Gadus morhua;164712;ACCSP
2020;WASHINGTON;COD, PACIFIC;1,691;1;;Recreational;;164711;MRIP
2020;WASHINGTON;COD, PACIFIC;179,236;81;94,776;Commercial;Gadus macrocephalus;164711;PACFIN
2019;ALASKA;COD, PACIFIC;;;;Recreational;;164711;MRIP
2019;ALASKA;COD, PACIFIC;463,723,847;210,344;118,593,170;Commercial;Gadus macrocephalus;164711;AKFIN
2019;CONNECTICUT;COD, ATLANTIC;3,082;1;7,357;Commercial;Gadus morhua;164712;ACCSP
2019;CONNECTICUT;COD, ATLANTIC;270,565;123;;Recreational;;164712;MRIP
2019;MAINE;COD, ATLANTIC;88,427;40;241,324;Commercial;Gadus morhua;164712;ACCSP
2019;MAINE;COD, ATLANTIC;50,684;23;;Recreational;;164712;MRIP
2019;MASSACHUSETTS;COD, ATLANTIC;2,032,364;922;4,539,608;Commercial;Gadus morhua;164712;ACCSP
2019;MASSACHUSETTS;COD, ATLANTIC;24,033;11;;Recreational;;164712;MRIP
2019;NEW HAMPSHIRE;COD, ATLANTIC;98,439;45;243,959;Commercial;Gadus morhua;164712;ACCSP
2019;NEW HAMPSHIRE;COD, ATLANTIC;24,317;11;;Recreational;;164712;MRIP
2019;NEW JERSEY;COD, ATLANTIC;19,013;9;;Recreational;;164712;MRIP
2019;NEW YORK;COD, ATLANTIC;2,731;1;7,076;Commercial;Gadus morhua;164712;ACCSP
2019;NEW YORK;COD, ATLANTIC;120,143;54;;Recreational;;164712;MRIP
2019;OREGON;COD, PACIFIC;12,346;6;6,964;Commercial;Gadus macrocephalus;164711;PACFIN
2019;OREGON;COD, PACIFIC;15;0;;Recreational;;164711;MRIP
2019;RHODE ISLAND;COD, ATLANTIC;16,539;8;35,972;Commercial;Gadus morhua;164712;ACCSP
2019;RHODE ISLAND;COD, ATLANTIC;143,753;65;;Recreational;;164712;MRIP
2019;WASHINGTON;COD, PACIFIC;1,182;1;;Recreational;;164711;MRIP
2019;WASHINGTON;COD, PACIFIC;229,501;104;135,206;Commercial;Gadus macrocephalus;164711;PACFIN
2018;ALASKA;COD, PACIFIC;;;;Recreational;;164711;MRIP
2018;ALASKA;COD, PACIFIC;512,455,848;232,448;238,939,847;Commercial;Gadus macrocephalus;164711;AKFIN
2018;CONNECTICUT;COD, ATLANTIC;12,995;6;24,921;Commercial;Gadus morhua;164712;ACCSP
2018;CONNECTICUT;COD, ATLANTIC;8,254;4;;Recreational;;164712;MRIP
2018;DELAWARE;COD, ATLANTIC;24;0;;Recreational;;164712;MRIP
2018;MAINE;COD, ATLANTIC;90,017;41;212,132;Commercial;Gadus morhua;164712;ACCSP
2018;MAINE;COD, ATLANTIC;836;0;;Recreational;;164712;MRIP
2018;MASSACHUSETTS;COD, ATLANTIC;14,614;7;;Recreational;;164712;MRIP
2018;MASSACHUSETTS;COD, ATLANTIC;1,891,221;858;4,172,340;Commercial;Gadus morhua;164712;ACCSP
2018;NEW HAMPSHIRE;COD, ATLANTIC;990;0;;Recreational;;164712;MRIP
2018;NEW HAMPSHIRE;COD, ATLANTIC;88,755;40;209,414;Commercial;Gadus morhua;164712;ACCSP
2018;NEW JERSEY;COD, ATLANTIC;17,743;8;;Recreational;;164712;MRIP
2018;NEW JERSEY;COD, ATLANTIC;125;0;288;Commercial;Gadus morhua;164712;ACCSP
2018;NEW YORK;COD, ATLANTIC;2,416;1;6,580;Commercial;Gadus morhua;164712;ACCSP
2018;NEW YORK;COD, ATLANTIC;88,159;40;;Recreational;;164712;MRIP
2018;OREGON;COD, PACIFIC;13,889;6;8,482;Commercial;Gadus macrocephalus;164711;PACFIN
2018;OREGON;COD, PACIFIC;223;0;;Recreational;;164711;MRIP
2018;RHODE ISLAND;COD, ATLANTIC;65,741;30;151,753;Commercial;Gadus morhua;164712;ACCSP
2018;RHODE ISLAND;COD, ATLANTIC;56,599;26;;Recreational;;164712;MRIP
2018;WASHINGTON;COD, PACIFIC;2,105;1;;Recreational;;164711;MRIP
2018;WASHINGTON;COD, PACIFIC;272,271;124;143,509;Commercial;Gadus macrocephalus;164711;PACFIN
2017;ALASKA;COD, PACIFIC;;;;Recreational;;164711;MRIP
2017;ALASKA;COD, PACIFIC;657,266,257;298,134;194,058,038;Commercial;Gadus macrocephalus;164711;AKFIN
2017;CONNECTICUT;COD, ATLANTIC;937;0;2,299;Commercial;Gadus morhua;164712;ACCSP
2017;CONNECTICUT;COD, ATLANTIC;18,036;8;;Recreational;;164712;MRIP
2017;MAINE;COD, ATLANTIC;373;0;;Recreational;;164712;MRIP
2017;MAINE;COD, ATLANTIC;80,572;37;218,948;Commercial;Gadus morhua;164712;ACCSP
2017;MASSACHUSETTS;COD, ATLANTIC;1,582,750;718;3,773,361;Commercial;Gadus morhua;164712;ACCSP
2017;MASSACHUSETTS;COD, ATLANTIC;295,164;134;;Recreational;;164712;MRIP
2017;NEW HAMPSHIRE;COD, ATLANTIC;220,820;100;;Recreational;;164712;MRIP
2017;NEW HAMPSHIRE;COD, ATLANTIC;70,960;32;149,768;Commercial;Gadus morhua;164712;ACCSP
2017;NEW JERSEY;COD, ATLANTIC;39,849;18;;Recreational;;164712;MRIP
2017;NEW YORK;COD, ATLANTIC;8,015;4;21,661;Commercial;Gadus morhua;164712;ACCSP
2017;NEW YORK;COD, ATLANTIC;1,642,489;745;;Recreational;;164712;MRIP
2017;OREGON;COD, PACIFIC;94,358;43;53,817;Commercial;Gadus macrocephalus;164711;PACFIN
2017;OREGON;COD, PACIFIC;176;0;;Recreational;;164711;MRIP
2017;RHODE ISLAND;COD, ATLANTIC;33,166;15;;Recreational;;164712;MRIP
2017;RHODE ISLAND;COD, ATLANTIC;113,229;51;278,573;Commercial;Gadus morhua;164712;ACCSP
2017;WASHINGTON;COD, PACIFIC;1,440;1;;Recreational;;164711;MRIP
2017;WASHINGTON;COD, PACIFIC;596,350;271;297,118;Commercial;Gadus macrocephalus;164711;PACFIN
2016;ALASKA;COD, PACIFIC;;;;Recreational;;164711;MRIP
2016;ALASKA;COD, PACIFIC;707,151,529;320,762;170,629,498;Commercial;Gadus macrocephalus;164711;AKFIN
2016;CONNECTICUT;COD, ATLANTIC;25,660;12;48,883;Commercial;Gadus morhua;164712;ACCSP
2016;CONNECTICUT;COD, ATLANTIC;135,569;61;;Recreational;;164712;MRIP
2016;MAINE;COD, ATLANTIC;166,082;75;341,502;Commercial;Gadus morhua;164712;ACCSP
2016;MAINE;COD, ATLANTIC;26,740;12;;Recreational;;164712;MRIP
2016;MARYLAND;COD, ATLANTIC;93;0;;Recreational;;164712;MRIP
2016;MASSACHUSETTS;COD, ATLANTIC;254,176;115;;Recreational;;164712;MRIP
2016;MASSACHUSETTS;COD, ATLANTIC;2,723,898;1,236;5,164,251;Commercial;Gadus morhua;164712;ACCSP
2016;NEW HAMPSHIRE;COD, ATLANTIC;102,116;46;;Recreational;;164712;MRIP
2016;NEW HAMPSHIRE;COD, ATLANTIC;55,162;25;108,696;Commercial;Gadus morhua;164712;ACCSP
2016;NEW JERSEY;COD, ATLANTIC;48,669;22;;Recreational;;164712;MRIP
2016;NEW JERSEY;COD, ATLANTIC;1,030;0;2,637;Commercial;Gadus morhua;164712;ACCSP
2016;NEW YORK;COD, ATLANTIC;39,616;18;79,739;Commercial;Gadus morhua;164712;ACCSP
2016;NEW YORK;COD, ATLANTIC;1,773,100;804;;Recreational;;164712;MRIP
2016;OREGON;COD, PACIFIC;848,558;385;494,022;Commercial;Gadus macrocephalus;164711;PACFIN
2016;OREGON;COD, PACIFIC;269;0;;Recreational;;164711;MRIP
2016;RHODE ISLAND;COD, ATLANTIC;209,646;95;393,885;Commercial;Gadus morhua;164712;ACCSP
2016;RHODE ISLAND;COD, ATLANTIC;405,993;184;;Recreational;;164712;MRIP
2016;WASHINGTON;COD, PACIFIC;1,246;1;;Recreational;;164711;MRIP
2016;WASHINGTON;COD, PACIFIC;663,150;301;308,473;Commercial;Gadus macrocephalus;164711;PACFIN
2015;ALASKA;COD, PACIFIC;;;;Recreational;;164711;MRIP
2015;ALASKA;COD, PACIFIC;697,160,182;316,23;174,380,395;Commercial;Gadus macrocephalus;164711;AKFIN
2015;CONNECTICUT;COD, ATLANTIC;1,966;1;3,817;Commercial;Gadus morhua;164712;ACCSP
2015;DELAWARE;COD, ATLANTIC;4,370;2;;Recreational;;164712;MRIP
2015;MAINE;COD, ATLANTIC;6,609;3;;Recreational;;164712;MRIP
2015;MAINE;COD, ATLANTIC;254,596;115;496,876;Commercial;Gadus morhua;164712;ACCSP
2015;MARYLAND;COD, ATLANTIC;225;0;;Recreational;;164712;MRIP
2015;MASSACHUSETTS;COD, ATLANTIC;22,414;10;;Recreational;;164712;MRIP
2015;MASSACHUSETTS;COD, ATLANTIC;2,913,462;1,322;5,528,180;Commercial;Gadus morhua;164712;ACCSP
2015;NEW HAMPSHIRE;COD, ATLANTIC;7,086;3;;Recreational;;164712;MRIP
2015;NEW HAMPSHIRE;COD, ATLANTIC;44,701;20;93,294;Commercial;Gadus morhua;164712;ACCSP
2015;NEW JERSEY;COD, ATLANTIC;71;0;132;Commercial;Gadus morhua;164712;ACCSP
2015;NEW JERSEY;COD, ATLANTIC;107,861;49;;Recreational;;164712;MRIP
2015;NEW YORK;COD, ATLANTIC;10,858;5;23,552;Commercial;Gadus morhua;164712;ACCSP
2015;NEW YORK;COD, ATLANTIC;757,807;344;;Recreational;;164712;MRIP
2015;OREGON;COD, PACIFIC;830,260;377;480,059;Commercial;Gadus macrocephalus;164711;PACFIN
2015;OREGON;COD, PACIFIC;53;0;;Recreational;;164711;MRIP
2015;RHODE ISLAND;COD, ATLANTIC;138,921;63;281,060;Commercial;Gadus morhua;164712;ACCSP
2015;RHODE ISLAND;COD, ATLANTIC;198,202;90;;Recreational;;164712;MRIP
2015;VIRGINIA;COD, ATLANTIC;3,946;2;;Recreational;;164712;MRIP
2015;WASHINGTON;COD, PACIFIC;1,556;1;;Recreational;;164711;MRIP
2015;WASHINGTON;COD, PACIFIC;1,125,459;511;490,486;Commercial;Gadus macrocephalus;164711;PACFIN
2014;ALASKA;COD, PACIFIC;;;;Recreational;;164711;MRIP
2014;ALASKA;COD, PACIFIC;716,593,813;325,045;153,274,859;Commercial;Gadus macrocephalus;164711;AKFIN
2014;CONNECTICUT;COD, ATLANTIC;521;0;1,130;Commercial;Gadus morhua;164712;ACCSP
2014;MAINE;COD, ATLANTIC;295,444;134;;Recreational;;164712;MRIP
2014;MAINE;COD, ATLANTIC;404,122;183;884,372;Commercial;Gadus morhua;164712;ACCSP
2014;MASSACHUSETTS;COD, ATLANTIC;4,294,558;1,948;7,493,751;Commercial;Gadus morhua;164712;ACCSP
2014;MASSACHUSETTS;COD, ATLANTIC;1,594,578;723;;Recreational;;164712;MRIP
2014;NEW HAMPSHIRE;COD, ATLANTIC;358,602;163;;Recreational;;164712;MRIP
2014;NEW HAMPSHIRE;COD, ATLANTIC;263,511;120;571,619;Commercial;Gadus morhua;164712;ACCSP
2014;NEW JERSEY;COD, ATLANTIC;275,300;125;;Recreational;;164712;MRIP
2014;NEW YORK;COD, ATLANTIC;182,596;83;;Recreational;;164712;MRIP
2014;NEW YORK;COD, ATLANTIC;9,919;4;22,744;Commercial;Gadus morhua;164712;ACCSP
2014;OREGON;COD, PACIFIC;354,503;161;184,486;Commercial;Gadus macrocephalus;164711;PACFIN
2014;OREGON;COD, PACIFIC;15;0;;Recreational;;164711;MRIP
2014;RHODE ISLAND;COD, ATLANTIC;108,474;49;;Recreational;;164712;MRIP
2014;RHODE ISLAND;COD, ATLANTIC;195,069;88;382,000;Commercial;Gadus morhua;164712;ACCSP
2014;WASHINGTON;COD, PACIFIC;1,585;1;;Recreational;;164711;MRIP
2014;WASHINGTON;COD, PACIFIC;611,782;278;264,532;Commercial;Gadus macrocephalus;164711;PACFIN
2013;ALASKA;COD, PACIFIC;;;;Recreational;;164711;MRIP
2013;ALASKA;COD, PACIFIC;681,318,098;309,044;156,129,081;Commercial;Gadus macrocephalus;164711;AKFIN
2013;CONNECTICUT;COD, ATLANTIC;5,854;3;10,063;Commercial;Gadus morhua;164712;ACCSP
2013;MAINE;COD, ATLANTIC;514,251;233;;Recreational;;164712;MRIP
2013;MAINE;COD, ATLANTIC;286,299;130;737,684;Commercial;Gadus morhua;164712;ACCSP
2013;MARYLAND;COD, ATLANTIC;258;0;;Recreational;;164712;MRIP
2013;MASSACHUSETTS;COD, ATLANTIC;4,145,436;1,88;8,376,593;Commercial;Gadus morhua;164712;ACCSP
2013;MASSACHUSETTS;COD, ATLANTIC;2,246,096;1,019;;Recreational;;164712;MRIP
2013;NEW HAMPSHIRE;COD, ATLANTIC;775,280;352;;Recreational;;164712;MRIP
2013;NEW HAMPSHIRE;COD, ATLANTIC;229,878;104;546,325;Commercial;Gadus morhua;164712;ACCSP
2013;NEW JERSEY;COD, ATLANTIC;373;0;;Recreational;;164712;MRIP
2013;NEW JERSEY;COD, ATLANTIC;1,015;0;2,133;Commercial;Gadus morhua;164712;ACCSP
2013;NEW YORK;COD, ATLANTIC;7,498;3;;Recreational;;164712;MRIP
2013;NEW YORK;COD, ATLANTIC;28,159;13;63,193;Commercial;Gadus morhua;164712;ACCSP
2013;OREGON;COD, PACIFIC;77;0;;Recreational;;164711;MRIP
2013;OREGON;COD, PACIFIC;315,922;143;174,683;Commercial;Gadus macrocephalus;164711;PACFIN
2013;RHODE ISLAND;COD, ATLANTIC;290,381;132;722,982;Commercial;Gadus morhua;164712;ACCSP
2013;RHODE ISLAND;COD, ATLANTIC;5,110;2;;Recreational;;164712;MRIP
2013;VIRGINIA;COD, ATLANTIC;432;0;250;Commercial;Gadus morhua;164712;ACCSP
2013;WASHINGTON;COD, PACIFIC;1,224;1;;Recreational;;164711;MRIP
2013;WASHINGTON;COD, PACIFIC;552,037;250;272,826;Commercial;Gadus macrocephalus;164711;PACFIN
2012;ALASKA;COD, PACIFIC;;;;Recreational;;164711;MRIP
2012;ALASKA;COD, PACIFIC;716,899,276;325,183;171,206,230;Commercial;Gadus macrocephalus;164711;AKFIN
2012;CONNECTICUT;COD, ATLANTIC;13,777;6;;Recreational;;164712;MRIP
2012;CONNECTICUT;COD, ATLANTIC;7,256;3;14,222;Commercial;Gadus morhua;164712;ACCSP
2012;MAINE;COD, ATLANTIC;202,843;92;;Recreational;;164712;MRIP
2012;MAINE;COD, ATLANTIC;492,714;223;1,234,332;Commercial;Gadus morhua;164712;ACCSP
2012;MARYLAND;COD, ATLANTIC;104;0;;Recreational;;164712;MRIP
2012;MASSACHUSETTS;COD, ATLANTIC;8,980,220;4,073;18,550,328;Commercial;Gadus morhua;164712;ACCSP
2012;MASSACHUSETTS;COD, ATLANTIC;2,081,862;944;;Recreational;;164712;MRIP
2012;NEW HAMPSHIRE;COD, ATLANTIC;725,539;329;1,750,400;Commercial;Gadus morhua;164712;ACCSP
2012;NEW HAMPSHIRE;COD, ATLANTIC;482,522;219;;Recreational;;164712;MRIP
2012;NEW JERSEY;COD, ATLANTIC;10,549;5;;Recreational;;164712;MRIP
2012;NEW JERSEY;COD, ATLANTIC;875;0;1,803;Commercial;Gadus morhua;164712;ACCSP
2012;NEW YORK;COD, ATLANTIC;1,389;1;;Recreational;;164712;MRIP
2012;NEW YORK;COD, ATLANTIC;25,523;12;58,790;Commercial;Gadus morhua;164712;ACCSP
2012;OREGON;COD, PACIFIC;231;0;;Recreational;;164711;MRIP
2012;OREGON;COD, PACIFIC;863,991;392;515,873;Commercial;Gadus macrocephalus;164711;PACFIN
2012;RHODE ISLAND;COD, ATLANTIC;271,413;123;582,169;Commercial;Gadus morhua;164712;ACCSP
2012;RHODE ISLAND;COD, ATLANTIC;153,116;69;;Recreational;;164712;MRIP
2012;VIRGINIA;COD, ATLANTIC;106;0;91;Commercial;Gadus morhua;164712;ACCSP
2012;WASHINGTON;COD, PACIFIC;539,030;245;277,926;Commercial;Gadus macrocephalus;164711;PACFIN
2012;WASHINGTON;COD, PACIFIC;721;0;;Recreational;;164711;MRIP
2011;ALASKA;COD, PACIFIC;;;;Recreational;;164711;MRIP
2011;ALASKA;COD, PACIFIC;663,188,251;300,82;163,440,122;Commercial;Gadus macrocephalus;164711;AKFIN
2011;CONNECTICUT;COD, ATLANTIC;1,136;1;1,885;Commercial;Gadus morhua;164712;ACCSP
2011;DELAWARE;COD, ATLANTIC;101;0;;Recreational;;164712;MRIP
2011;MAINE;COD, ATLANTIC;814,075;369;1,617,508;Commercial;Gadus morhua;164712;ACCSP
2011;MAINE;COD, ATLANTIC;598,121;271;;Recreational;;164712;MRIP
2011;MARYLAND;COD, ATLANTIC;2,577;1;4,784;Commercial;Gadus morhua;164712;ACCSP
2011;MARYLAND;COD, ATLANTIC;1,570;1;;Recreational;;164712;MRIP
2011;MASSACHUSETTS;COD, ATLANTIC;4,535,340;2,057;;Recreational;;164712;MRIP
2011;MASSACHUSETTS;COD, ATLANTIC;15,012,115;6,809;27,582,664;Commercial;Gadus morhua;164712;ACCSP
2011;NEW HAMPSHIRE;COD, ATLANTIC;1,122,436;509;;Recreational;;164712;MRIP
2011;NEW HAMPSHIRE;COD, ATLANTIC;1,286,415;584;2,499,831;Commercial;Gadus morhua;164712;ACCSP
2011;NEW JERSEY;COD, ATLANTIC;1,581;1;4,356;Commercial;Gadus morhua;164712;ACCSP
2011;NEW JERSEY;COD, ATLANTIC;41,623;19;;Recreational;;164712;MRIP
2011;NEW YORK;COD, ATLANTIC;210,178;95;;Recreational;;164712;MRIP
2011;NEW YORK;COD, ATLANTIC;70,681;32;132,196;Commercial;Gadus morhua;164712;ACCSP
2011;OREGON;COD, PACIFIC;555,564;252;309,727;Commercial;Gadus macrocephalus;164711;PACFIN
2011;OREGON;COD, PACIFIC;68;0;;Recreational;;164711;MRIP
2011;RHODE ISLAND;COD, ATLANTIC;26,107;12;;Recreational;;164712;MRIP
2011;RHODE ISLAND;COD, ATLANTIC;408,860;185;758,662;Commercial;Gadus morhua;164712;ACCSP
2011;VIRGINIA;COD, ATLANTIC;34,405;16;;Recreational;;164712;MRIP
2011;VIRGINIA;COD, ATLANTIC;653;0;1,201;Commercial;Gadus morhua;164712;ACCSP
2011;WASHINGTON;COD, PACIFIC;778,231;353;392,991;Commercial;Gadus macrocephalus;164711;PACFIN
2011;WASHINGTON;COD, PACIFIC;3,067;1;;Recreational;;164711;MRIP
2010;ALASKA;COD, PACIFIC;;;;Recreational;;164711;MRIP
2010;ALASKA;COD, PACIFIC;538,759,655;244,38;145,907,806;Commercial;Gadus macrocephalus;164711;AKFIN
2010;CONNECTICUT;COD, ATLANTIC;5,673;3;9,457;Commercial;Gadus morhua;164712;ACCSP
2010;DELAWARE;COD, ATLANTIC;251;0;;Recreational;;164712;MRIP
2010;MAINE;COD, ATLANTIC;748,130;339;1,388,714;Commercial;Gadus morhua;164712;ACCSP
2010;MAINE;COD, ATLANTIC;139,890;63;;Recreational;;164712;MRIP
2010;MARYLAND;COD, ATLANTIC;876;0;1,629;Commercial;Gadus morhua;164712;ACCSP
2010;MASSACHUSETTS;COD, ATLANTIC;4,767,463;2,163;;Recreational;;164712;MRIP
2010;MASSACHUSETTS;COD, ATLANTIC;15,371,746;6,973;23,999,292;Commercial;Gadus morhua;164712;ACCSP
2010;NEW HAMPSHIRE;COD, ATLANTIC;1,339,719;608;;Recreational;;164712;MRIP
2010;NEW HAMPSHIRE;COD, ATLANTIC;1,226,516;556;2,186,977;Commercial;Gadus morhua;164712;ACCSP
2010;NEW JERSEY;COD, ATLANTIC;305;0;762;Commercial;Gadus morhua;164712;ACCSP
2010;NEW JERSEY;COD, ATLANTIC;288,557;131;;Recreational;;164712;MRIP
2010;NEW YORK;COD, ATLANTIC;101,406;46;;Recreational;;164712;MRIP
2010;NEW YORK;COD, ATLANTIC;91,221;41;146,861;Commercial;Gadus morhua;164712;ACCSP
2010;OREGON;COD, PACIFIC;121,915;55;60,456;Commercial;Gadus macrocephalus;164711;PACFIN
2010;OREGON;COD, PACIFIC;68;0;;Recreational;;164711;MRIP
2010;RHODE ISLAND;COD, ATLANTIC;15,252;7;;Recreational;;164712;MRIP
2010;RHODE ISLAND;COD, ATLANTIC;279,080;127;410,117;Commercial;Gadus morhua;164712;ACCSP
2010;VIRGINIA;COD, ATLANTIC;8,318;4;;Recreational;;164712;MRIP
2010;VIRGINIA;COD, ATLANTIC;230;0;165;Commercial;Gadus morhua;164712;ACCSP
2010;WASHINGTON;COD, PACIFIC;742,075;337;333,703;Commercial;Gadus macrocephalus;164711;PACFIN
2010;WASHINGTON;COD, PACIFIC;357;0;;Recreational;;164711;MRIP
2009;ALASKA;COD, PACIFIC;;;;Recreational;;164711;MRIP
2009;ALASKA;COD, PACIFIC;491,072,879;222,749;98,506,890;Commercial;Gadus macrocephalus;164711;AKFIN
2009;CONNECTICUT;COD, ATLANTIC;6,641;3;11,639;Commercial;Gadus morhua;164712;ACCSP
2009;MAINE;COD, ATLANTIC;625,278;284;;Recreational;;164712;MRIP
2009;MAINE;COD, ATLANTIC;1,238,893;562;1,535,595;Commercial;Gadus morhua;164712;ACCSP
2009;MARYLAND;COD, ATLANTIC;201;0;;Recreational;;164712;MRIP
2009;MASSACHUSETTS;COD, ATLANTIC;16,034,285;7,273;20,427,796;Commercial;Gadus morhua;164712;ACCSP
2009;MASSACHUSETTS;COD, ATLANTIC;2,962,572;1,344;;Recreational;;164712;MRIP
2009;NEW HAMPSHIRE;COD, ATLANTIC;1,540,768;699;;Recreational;;164712;MRIP
2009;NEW HAMPSHIRE;COD, ATLANTIC;1,984,444;900;2,587,063;Commercial;Gadus morhua;164712;ACCSP
2009;NEW JERSEY;COD, ATLANTIC;2,167;1;;Recreational;;164712;MRIP
2009;NEW YORK;COD, ATLANTIC;281,149;128;;Recreational;;164712;MRIP
2009;NEW YORK;COD, ATLANTIC;78,347;36;134,177;Commercial;Gadus morhua;164712;ACCSP
2009;OREGON;COD, PACIFIC;146;0;;Recreational;;164711;MRIP
2009;OREGON;COD, PACIFIC;111,333;51;49,269;Commercial;Gadus macrocephalus;164711;PACFIN
2009;RHODE ISLAND;COD, ATLANTIC;395,805;180;532,753;Commercial;Gadus morhua;164712;ACCSP
2009;RHODE ISLAND;COD, ATLANTIC;28,510;13;;Recreational;;164712;MRIP
2009;VIRGINIA;COD, ATLANTIC;22;0;;Recreational;;164712;MRIP
2009;WASHINGTON;COD, PACIFIC;115;0;;Recreational;;164711;MRIP
2009;WASHINGTON;COD, PACIFIC;494,055;224;237,239;Commercial;Gadus macrocephalus;164711;PACFIN
2008;ALASKA;COD, PACIFIC;;;;Recreational;;164711;MRIP
2008;ALASKA;COD, PACIFIC;493,968,564;224,063;281,562,082;Commercial;Gadus macrocephalus;164711;AKFIN
2008;CONNECTICUT;COD, ATLANTIC;1,644;1;2,501;Commercial;Gadus morhua;164712;ACCSP
2008;MAINE;COD, ATLANTIC;444,289;202;;Recreational;;164712;MRIP
2008;MAINE;COD, ATLANTIC;1,324,467;601;3,775,057;Commercial;Gadus morhua;164712;ACCSP
2008;MARYLAND;COD, ATLANTIC;48;0;84;Commercial;Gadus morhua;164712;ACCSP
2008;MASSACHUSETTS;COD, ATLANTIC;16,055,843;7,283;24,172,011;Commercial;Gadus morhua;164712;ACCSP
2008;MASSACHUSETTS;COD, ATLANTIC;3,948,061;1,791;;Recreational;;164712;MRIP
2008;NEW HAMPSHIRE;COD, ATLANTIC;1,165,027;528;;Recreational;;164712;MRIP
2008;NEW HAMPSHIRE;COD, ATLANTIC;1,479,035;671;2,311,480;Commercial;Gadus morhua;164712;ACCSP
2008;NEW JERSEY;COD, ATLANTIC;5,575;3;;Recreational;;164712;MRIP
2008;NEW JERSEY;COD, ATLANTIC;966;0;1,195;Commercial;Gadus morhua;164712;ACCSP
2008;NEW YORK;COD, ATLANTIC;439,867;200;;Recreational;;164712;MRIP
2008;NEW YORK;COD, ATLANTIC;41,790;19;94,973;Commercial;Gadus morhua;164712;ACCSP
2008;OREGON;COD, PACIFIC;46;0;;Recreational;;164711;MRIP
2008;OREGON;COD, PACIFIC;14,991;7;7,724;Commercial;Gadus macrocephalus;164711;PACFIN
